timestamp,http_code,latency_seconds
1788005896.843297000,200,0.002746
1788005897.095355000,200,0.002446
1788005897.343759000,200,0.001210
1788005897.575706000,200,0.002369
1788005897.820816000,200,0.001711
1788005898.064121000,200,0.001878
1788005898.303330000,200,0.001535
1788005898.537264000,200,0.001527
1788005898.774893000,200,0.002323
1788005899.022558000,200,0.000983
1788005899.264262000,200,0.002697
1788005899.522593000,200,0.002585
1788005899.779277000,200,0.001949
1788005900.029269000,200,0.002397
1788005900.287217000,200,0.003174
1788005900.537914000,200,0.003171
1788005900.792930000,200,0.002516
1788005901.046745000,200,0.001963
1788005901.302738000,200,0.002007
1788005901.554548000,200,0.002486
1788005901.804272000,200,0.002423
1788005902.051726000,200,0.002270
1788005902.299422000,200,0.001479
1788005902.546006000,200,0.002093
1788005902.797184000,200,0.002108
1788005903.047693000,200,0.002618
1788005903.295555000,200,0.001854
1788005903.533244000,200,0.002904
1788005903.768796000,200,0.002167
1788005904.013313000,200,0.001962
1788005904.260692000,200,0.002736
1788005904.516789000,200,0.002346
1788005904.772068000,200,0.002925
1788005905.021411000,200,0.002722
1788005905.268437000,200,0.002301
1788005905.521903000,200,0.003895
1788005905.772577000,200,0.003167
1788005906.026535000,200,0.001515
1788005906.262348000,200,0.001998
1788005906.499843000,200,0.001758
1788005906.740098000,200,0.002506
1788005906.992217000,200,0.002417
1788005907.240292000,200,0.001378
1788005907.478444000,200,0.001419
1788005907.717962000,200,0.002996
1788005907.962682000,200,0.002418
1788005908.206591000,200,0.001558
1788005908.434524000,200,0.001788
1788005908.667681000,200,0.003046
1788005908.917263000,200,0.003273
1788005909.170674000,200,0.002429
1788005909.422951000,200,0.002670
1788005909.678865000,200,0.002448
1788005909.932776000,200,0.002461
1788005910.187152000,200,0.002159
1788005910.435060000,200,0.001623
1788005910.679398000,200,0.004700
1788005910.930940000,200,0.001753
1788005911.178900000,200,0.003239
1788005911.428607000,200,0.002435
1788005911.670998000,200,0.002246
1788005911.919396000,200,0.002163
1788005912.172210000,200,0.003050
1788005912.426801000,200,0.001725
1788005912.675511000,200,0.001770
1788005912.926103000,200,0.002519
1788005913.180422000,200,0.002514
1788005913.426790000,200,0.001574
1788005913.660725000,200,0.002775
1788005913.913060000,200,0.003343
1788005914.165196000,200,0.002330
1788005914.405346000,200,0.002824
1788005914.660392000,200,0.002101
1788005914.905246000,200,0.002708
1788005915.154801000,200,0.001997
1788005915.396489000,200,0.002804
